,Latitude,Longitude,Company,Facility,Facility ID,Address,City,County,State,Zip
883,43.4919,-91.4534,,TRW AUTOMOTIVE,55971TRWTMHWY43,HWY 43 N,RUSHFORD,FILLMORE,MN,55971
884,43.3347,-91.3749,,NORTHERN AUTOMOTIVE SYSTEMS LLC SPRING GROVE DIV,55974NRTHR2024T,202 4TH AVE NE,SPRING GROVE,HOUSTON,MN,55974
887,43.5159,-92.2926,GEOTEK,GEOTEK LLC,55976MNTRC14212,1421 2ND AVE NW,STEWARTVILLE,OLMSTED,MN,55976
888,43.501,-92.29,CR BARD INC,CR BARD-STEWARTVILLE OPERATIONS PLANT 2,55976RCHST1500N,1500 2ND AVE NW,STEWARTVILLE,OLMSTED,MN,55976
889,44.042,-91.4245,,BADGER EQUIPMENT CO,55987BDGRCAIRPO,217 PATNEAUDE DR AIRPORT INDUSTRIAL PARK,WINONA,WINONA,MN,55987
890,44.0215,-91.3648,,BADGER FOUNDRY CO,55987BDGRF1058E,1058 E MARK ST,WINONA,WINONA,MN,55987
891,44.0321,-91.385,,BEHRENS INC,55987BHRNS471W3,471 W 3RD ST,WINONA,WINONA,MN,55987
892,44.0355,-91.4132,BENCHMARK ELECTRONICS INC,BENCHMARK ELECTRONICS INC MINNESOTA DIV,55987BNCHM4065T,4065 THEURER BLVD,WINONA,WINONA,MN,55987
893,44.0312,-91.3749,,BAY STATE MILLING CO,55987BYSTT55FRA,55 FRANKLIN ST,WINONA,WINONA,MN,55987
894,44.032,-91.3855,SOLVAY HOLDING INC,CYTEC ENGINEERED MATERIALS INC,55987CCMPS501W3,501 W 3RD,WINONA,WINONA,MN,55987
895,44.0438,-91.4229,,DIVERSIFIED FABRICATORS INC,55987DVRSF978EA,978 E 4TH ST,WINONA,WINONA,MN,55987
896,44.0,-91.0,,FUSION COATINGS INC,55987FSNCT1101E,1101 EAST 8TH ST,WINONA,WINONA,MN,55987
897,44.0129,-91.3627,WILLET HAUSER ARCHITECTURAL GLASS INC,WILLET HAUSER ARCHITECTURAL GLASS,55987HSRRT1685W,1685 WILKIE DR,WINONA,WINONA,MN,55987
898,44.0432,-91.4245,ZF TRW AUTOMOTIVE HOLDINGS CORP,TRW AUTOMOTIVE WINONA,55987LKCNT5752I,5752 IND US TRIAL PARK RD,WINONA,WINONA,MN,55987
899,44.031,-91.4039,,MIDWEST METAL PRODUCTS INC,55987MDWST1175E,1175 E BROADWAY ST,WINONA,WINONA,MN,55987
900,44.022,-91.363,,MILLER FELPAX CORP,55987MLLRF1155E,1155 E 8TH ST,WINONA,WINONA,MN,55987
901,44.0303,-91.372,MILLER WASTE MILLS,MILLER WASTE MILLS (DBA RTP CO),55987MLLRW580EF,580 E FRONT ST,WINONA,WINONA,MN,55987
902,44.0323,-91.39,UNITED MACHINE and FOUNDRY,ALLIANT CASTINGS,55987NTDMC1200W,1200 W 3RD ST,WINONA,WINONA,MN,55987
903,44.031,-91.361,PEERLESS INDUSTRIAL GROUP INC,PEERLESS CHAIN CO,55987PRLSS1416E,1416 E SANBORN ST,WINONA,WINONA,MN,55987
904,44.0723,-91.373,TRW AUTOMOTIVE INC,TRW AUTOMOTIVE-MACHINE BUILDING DIV,55987TRWTM5731I,5731 IND US TRIAL PARK RD,WINONA,WINONA,MN,55987
905,44.4029,-91.2229,,WINCRAFT INC,55987WNCRF1205E,1205 E SANBORN ST,WINONA,WINONA,MN,55987
906,44.0136,-91.3635,WENONAH CANOE,WE-NO-NAH CANOE INC,55987WNNHC1252B,1252 BUNDY BLVD,WINONA,WINONA,MN,55987
907,44.0116,-91.3636,WATLOW ELECTRIC MANUFACTURING CO,WATLOW,55987WTLWW1241B,1241 BUNDY BLVD,WINONA,WINONA,MN,55987
910,49.173,-92.4,,ARISTOKRAFT PLANT 9,55992DCRFM1010N,1010 N STAR DR,ZUMBROTA,GOODHUE,MN,55992
911,44.0902,-94.0213,,BIG GAIN INC,56001BGGNN416MA,416 MATHEWS ST,MANKATO,BLUE EARTH,MN,56001
913,44.1002,-94.0015,,CROWN CORK and SEAL CO INC,56001CRWNC174CH,174 CHESTNUT ST,MANKATO,BLUE EARTH,MN,56001
914,44.1135,-93.5953,,FEED SERVICE CO INC,56001FDSRV303LU,303 LUNDIN BLVD,MANKATO,BLUE EARTH,MN,56001
915,44.114,-93.5938,ALLTECH INC,HUBBARD FEEDS INC,56001HBBRD20153,2015 3RD AVE,MANKATO,BLUE EARTH,MN,56001
916,44.093,-94.02,CHS INC,CHS MANKATO,56001HNYMD2060S,2020 S RIVERFRONT DR,MANKATO,BLUE EARTH,MN,56001
917,44.1057,-94.03,,KATO ENGINEERING,56001KTNGN2075H,2075 HOWARD DR W,NORTH MANKATO,NICOLLET,MN,56003
919,44.1044,-93.5934,,MGA GRAPHICS,56001MGGRP215MA,215 MAXFIELD ST,MANKATO,BLUE EARTH,MN,56001
921,44.111,-93.593,ARCHER DANIELS MIDLAND CO,ADM,56001RCHRD3RDHA,2019 3RD AVE,MANKATO,BLUE EARTH,MN,56001
922,44.09,-94.0218,,ASSOCIATED ENG OF MANKATO INC,56001SSCTD320ST,320 STATE RD,MANKATO,BLUE EARTH,MN,56001
923,44.103,-93.5955,,DOTSON CO INC,56001THDTS200WR,200 W ROCK ST,MANKATO,BLUE EARTH,MN,56001
927,44.0959,-93.5927,,LAND O'LAKES FARMLAND FEED,56002FRMLN3301T,3301 3RD AVE,MANKATO,BLUE EARTH,MN,56002
928,44.1318,-93.5507,,HINIKER CO,56002HNKRCPOBOX,RT 5 AIRPORT RD,MANKATO,BLUE EARTH,MN,56001
929,44.1021,-94.0244,,MICO INC,56002MCNCX1911L,1911 LEE BLVD,NORTH MANKATO,NICOLLET,MN,560028118
930,44.134,-93.57,GENERAL ELECTRIC CO (GE CO),MIDWEST ELECTRIC PRODUCTS INC.,56002MDWSTHWY22,58155 240TH ST,MANKATO,BLUE EARTH,MN,56001
931,44.1213,-93.5912,,ATLAS ALCHEM PLASTICS INC.,56002TLSLC480IN,480 INDUSTRIAL RD,MANKATO,BLUE EARTH,MN,56002
932,44.1033,-94.0219,,CARLSON CRAFT COMMERCIAL,56003CRLSN1625R,1625 ROE CREST DR,NORTH MANKATO,NICOLLET,MN,56003
933,44.104,-94.0153,,CARLSON CRAFT CATALOG,56003CRLSN1730J,1730 JAMES DR,NORTH MANKATO,NICOLLET,MN,56003
934,44.104,-94.0236,,CARLSON CRAFT SOCIAL,56003CRLSN1750T,1750 TOWER BLVD,NORTH MANKATO,NICOLLET,MN,56003
935,44.1033,-94.0153,,CORPORATE GRAPHICS INTERNATIONAL INC,56003CRPRT1750N,1750 NORTHWAY DR,NORTH MANKATO,NICOLLET,MN,56003
936,44.1033,-94.0209,,FINE IMPRESSIONS,56003FNMPR1680R,1680 ROE CREST DR,NORTH MANKATO,NICOLLET,MN,56003
937,44.104,-94.0153,,NATIONAL RECOGNITION PRODUCTS,56003NTNLR1730J,1730 JAMES DR,NORTH MANKATO,NICOLLET,MN,56003
938,44.1033,-94.0235,,PRECISION PRESS,56003PRCSN1650T,1650 TOWER BLVD,NORTH MANKATO,NICOLLET,MN,56003
939,43.3717,-93.2105,GREAT LAKES POLYMERS HOLDINGS CORP,GREAT LAKES POLYMER TECHNOLOGIES ALBERT LEA PLANT,56007BRDNC9916T,909 16TH ST,ALBERT LEA,FREEBORN,MN,56007
940,43.4044,-93.2266,,FOUNTAIN IND CO,56007FNTNN92214,922 14TH ST,ALBERT LEA,FREEBORN,MN,56007
941,43.3843,-93.2226,,FREEBORN FOODS CO,56007FRBRN620AD,620 ADAMS AVE,ALBERT LEA,FREEBORN,MN,560071186
942,43.3858,-93.2122,,FARMLAND FOODS INC,56007FRMST1000E,1000 E MAIN ST,ALBERT LEA,FREEBORN,MN,56007
944,43.3433,-93.1812,POET BIOREFINING LLC,AGRA RESOURCES LLC (DBA POET GLENVILLE),56007GRRSR1MILE,15300 780TH AVE,ALBERT LEA,FREEBORN,MN,56007
945,43.5033,-93.3524,,VENTURA FOODS LLC,56007HLSMF91914,919 E 14 ST,ALBERT LEA,FREEBORN,MN,56007
946,43.3744,-93.2121,,ALBERT LEA ELECTROPLATING,56007LBRTL80812,808 12TH ST,ALBERT LEA,FREEBORN,MN,56007
947,43.3734,-93.2118,,CARGILL INC.,56007LNDLK70213,702 EAST 13TH ST.,ALBERT LEA,FREEBORN,MN,56007
948,43.3737,-93.202,,AIRGAS NORTH CENTRAL INC,56007MDWST2417M,2417 MYERS RD,ALBERT LEA,FREEBORN,MN,56007
949,43.3932,-93.2351,,IMPERIAL INC,56007MPRLNHIGHW,1701 N HWY 13,ALBERT LEA,FREEBORN,MN,56007
950,43.393,-93.213,,NATURAL BIOLOGICS LLC,56007NTRLB1215H,1215 HERSHEY STREET,ALBERT LEA,FREEBORN,MN,56007
951,43.3711,-93.2107,,INTERSTATE MEAT SERVICE INC,56007NTRST2309M,2309 MYERS RD,ALBERT LEA,FREEBORN,MN,56007
952,43.3944,-93.2118,,PROGRESS CASTING GROUP INC,56007PRGRS1521H,1521 E HAWTHORNE ST,ALBERT LEA,FREEBORN,MN,56007
953,43.3811,-93.2027,,CARPENTER CO,56007RCRPN2510Y,2510 Y H HANSON AVE,ALBERT LEA,FREEBORN,MN,56007
954,43.3842,-93.2229,,KERRY INGREDIENTS,56007RMRFR517AD,517 ADAMS AVE,ALBERT LEA,FREEBORN,MN,56007
955,43.3836,-93.2226,INNOVANCE INC,LOU-RICH INC,56007SCTSM505FR,505 W FRONT ST,ALBERT LEA,FREEBORN,MN,56007
956,43.3847,-93.2248,,STREATER INC PLANT 2,56007STRTR408SO,408 S 1ST AVE,ALBERT LEA,FREEBORN,MN,56007
957,43.3859,-93.2247,,STREATER INC.,56007STRTR411SO,411 S FIRST AVE,ALBERT LEA,FREEBORN,MN,560071779
965,43.3657,-96.0657,DARLING INGREDIENTS INC,DARLING INGREDIENTS INC,56013DRLNGRURAL,9000 382ND AVE,BLUE EARTH,FARIBAULT,MN,56013
967,43.303,-94.0505,,ELMORE TRUCK ACCESSORIES INC.,56027LMRTR107EW,107 E WILLIS ST,ELMORE,FARIBAULT,MN,56027
968,43.4008,-94.3018,CHS INC,CHS FAIRMONT,56031CHSLS18331,1833 130TH ST,FAIRMONT,MARTIN,MN,56031
969,43.3921,-94.265,3M CO,3M CO-FAIRMONT,56031MXXXX710NO,710 N STATE ST,FAIRMONT,MARTIN,MN,56031
970,43.3937,-94.2726,,"PICTSWEET FROZEN FOODS, FAIRMONT PLANT",56031NTDFD440E9,440 E 9TH ST,FAIRMONT,MARTIN,MN,56031
971,43.394,-94.3018,ILLINOIS TOOL WORKS INC,AVERY WEIGH-TRONIX LLC,56031WGHTR1000A,1000 ARMSTRONG DR,FAIRMONT,MARTIN,MN,56031
978,44.2253,-93.4417,,FIBERGLAS FABRICATORS INC,56057FBRGL315WI,315 W INDUSTRIAL ST,LE CENTER,LE SUEUR,MN,56057
979,44.2312,-93.4303,,WINCO INC,56057WNCNC225SC,225 S CORDOVA AVE,LE CENTER,LE SUEUR,MN,560571805
980,44.2935,-93.5202,CAMBRIA CO LLC,CAMBRIA PLANT,56058CMBRX31496,31496 CAMBRIA AVE,LE SUEUR,LE SUEUR,MN,56058
981,44.2831,-93.5417,,ADC TELECOMMUNICATIONS INC,56058DCTLC1100N,1100 N 4TH ST,LE SUEUR,LE SUEUR,MN,56058
982,44.2904,-93.5343,,MARS PETCARE US INC,56058HBBRD1800H,1800 MARS LANE,LE SUEUR,LE SUEUR,MN,560580127
983,44.28,-93.55,AGROPUR INC,LE SUEUR CHEESE CO,56058LSRCH719NO,719 N MAIN ST,LE SUEUR,LE SUEUR,MN,56058
984,44.2858,-93.5552,,LE SUEUR INC,56058LSRNC1409V,1409 VINE ST,LE SUEUR,LE SUEUR,MN,56058
985,44.16,-94.11,,"NICOLLET FOODS, DAVISCO DIV",56058NCLLT7346T,734 6TH ST,NICOLLET,NICOLLET,MN,56058
989,44.2543,-93.3356,SENECA FOODS CORP,SENECA FOODS CORP,56069PLLSB5THST,600 5TH ST SE,MONTGOMERY,LE SUEUR,MN,56069
991,44.3304,-93.3459,CHART INDUSTRIES INC,CHART INC,56071MNNST4077T,407 7TH ST NW,NEW PRAGUE,SCOTT,MN,56071
992,44.323,-93.373,,ASSOCIATED MILK PRODUCERS INC NEW PRAGUE,56071SSCTD3022N,302 2ND ST NW,NEW PRAGUE,SCOTT,MN,56071
993,43.5322,-93.3114,CARGILL INC,CARGILL FEED and NUTRITION NEW RICHLAND,56072CRGLL21295,21295 HWY 13,NEW RICHLAND,WASECA,MN,56072
994,44.1701,-94.2555,THE KRAFT HEINZ CO,KRAFT HEINZ CO-NEW ULM FACILITY,56073KRFTG2525S,2525 S BRIDGE ST,NEW ULM,BROWN,MN,56073
995,44.1951,-94.2819,3M CO,3M CO - NEW ULM,56073MCMPN1700N,1700 N MINNESOTA ST,NEW ULM,BROWN,MN,56073
996,44.1856,-94.2728,,NEW ULM PUBLIC UTILITIES POWER PLANT,56073NWLMP310FI,310 N FIRST ST,NEW ULM,BROWN,MN,56073
997,44.2038,-94.2923,,COLEMAN POWERMATE COMPRESSORS,56073SNBRN2137N,2137 N BROADWAY,NEW ULM,BROWN,MN,560730247
998,44.1852,-94.2427,ASSOCIATED MILK PRODUCERS INC,ASSOCIATED MILK PRODUCERS INC,56073SSCTD312CE,312 CENTER ST,NEW ULM,BROWN,MN,56073
999,44.11,-94.16,,HEWITT MACHINE and MANUFACTURING INC.,56074HWTTM709HW,709 HWY 14,NICOLLET,NICOLLET,MN,56074
1002,43.583,-94.3645,,OLSON INDUSTRIES INC,56081LSNND25515,255 15TH ST S,SAINT JAMES,WATONWAN,MN,56081
1003,43.5858,-94.3742,,S-T IND INC,56081STNDS301AR,301 ARMSTRONG BLVD N,SAINT JAMES,WATONWAN,MN,560810517
1004,43.58,-94.38,,CONAGRA REFRIGERATED FOODS,56081SWFTC82011,820 ELEVENTH ST N,SAINT JAMES,WATONWAN,MN,56081
1005,43.5846,-94.3642,,WESTIN AUTOMOTIVE PRODUCTS INC,56081WSTNN240S1,240 S 15TH ST,SAINT JAMES,WATONWAN,MN,56081
1007,44.2026,-93.5719,,ALUMACRAFT BOAT CO,56082LMCRF315WS,315 W ST JULIEN ST,SAINT PETER,NICOLLET,MN,56082
1009,44.2026,-94.5733,,ONAN POWER ELECTRONICS,56082NNPWR922NO,922 N SWIFT ST,SAINT PETER,NICOLLET,MN,56082
1010,44.1943,-92.5713,,DAVISCO ST PETER DIV,56082STPTR119WB,119 W BROADWAY,SAINT PETER,NICOLLET,MN,56082
1011,44.203,-93.5726,,CREATION TECHNOLOGIES ST PETER,56082TYTRN430RI,430 RITT ST,SAINT PETER,NICOLLET,MN,56082
1012,44.1741,-94.4415,,DEL MONTE FOODS PLANT #114,56085DLMNTRT14W,RTE 14 W CITY LIMITS,SLEEPY EYE,BROWN,MN,560850407
1013,44.1744,-94.4336,,ADVERTISING UNLIMITED,56085DVRTS1000H,1000 HWY 4 S,SLEEPY EYE,BROWN,MN,56085
1014,44.175,-94.433,,ANDERSON CUSTOM PROCESSING INC,56085NDRSN310MA,301 MAIN ST W,SLEEPY EYE,BROWN,MN,56085
1015,44.1441,-94.5747,BERKSHIRE HATHAWAY INC,ACME BRICK COMPANY-OCHS BRICK,56087CHSBRHWY14,801 E ROCK ST,SPRINGFIELD,BROWN,MN,56087
1016,44.1313,-94.5959,MAT HOLDINGS INC,SANBORN MANUFACTURING,56087SNBRN118WE,118 W ROCK ST,SPRINGFIELD,BROWN,MN,56087
1017,44.1418,-94.5324,,VIGORENA FEEDS,56087VGRNF101SC,101 S CASS,SPRINGFIELD,BROWN,MN,560870107
1018,44.0424,-93.331,QUAD/GRAPHICS INC,QG PRINTING II LLC,56093BRWNPHIGHW,2300 BROWN AVE,WASECA,WASECA,MN,56093
1019,44.0519,-93.3032,BEL FUSE INC,CINCH CONNECTIVITY SOLUTIONS,56093FJHNS299JO,299 JOHNSON AVE SW STE 100,WASECA,WASECA,MN,56093
1020,44.0432,-93.305,BIRDS EYE FOODS INC,BIRDS EYE FOODS LLC,56093GNLNK4004T,400 4TH ST SW,WASECA,WASECA,MN,56093
1023,43.4445,-93.433,,SWIFT-ECKRICH INC,56097SWFTC115NB,115 N BROADWAY ST,WELLS,FARIBAULT,MN,56097
1024,43.44,-94.09,,CORN PLUS,56098CRNPL7116T,711 6TH AVE SE,WINNEBAGO,FARIBAULT,MN,56098
1025,43.3522,-94.061,RAINEY ROAD HOLDINGS INC,CROWN TONKA WALK-INS,56098CRWNF304MA,304 N MAIN ST,WINNEBAGO,FARIBAULT,MN,56098
1027,43.54,-95.043,POET BIOREFINING LLC,ETHANOL 2000 LLP (DBA POET BIOREFINING-BINGHAM LAKE),56118THNLLHWY60,40212 510TH AVE,BINGHAM LAKE,COTTONWOOD,MN,56118
1028,43.4225,-95.2712,,MINNESOTA SOYBEAN PROCESSORS,56119MNNST121ZE,121 ZEH AVE,BREWSTER,NOBLES,MN,56119
1029,43.3348,-94.4621,BRANDFX LLC,BRANDFX LLC,56127GLSSTHWY4N,600 HWY 4 N,DUNNELL,MARTIN,MN,56127
1031,43.3817,-94.5834,AGCO CORP,AGCO CORP JACKSON OPERATIONS,56143GCHMQ202IN,202 INDUSTRIAL PARK,JACKSON,JACKSON,MN,56143
1033,43.3901,-96.1019,GEVO,AGRI-ENERGY,56156GRNRG502SW,502 S WALNUT,LUVERNE,ROCK,MN,56156
1034,43.3912,-96.1325,,LAND O'LAKES INC,56156LNDLK301SO,301 S WALNUT,LUVERNE,ROCK,MN,56156
1035,43.3835,-96.1426,,IBP INC,56158BPNCXWESTC,HWY 17 W,LUVERNE,ROCK,MN,56156
1036,43.5624,-94.5452,MILK SPECIALTIES GLOBAL,MILK SPECIALTIES GLOBAL - MOUNTAIN LAKE,56159LNDLKEASTH,2204 3RD AVE,MOUNTAIN LAKE,COTTONWOOD,MN,56159
1040,43.59,-96.172,,BAYLINER MARINE CORP,56164BYLNR911SI,911 SIOUX DR,PIPESTONE,PIPESTONE,MN,56164
1041,43.5855,-96.1725,,US MARINE/BRUNSWICK FAMILY BOAT CO INC.,56164BYLNR918SI,918 SIOUX DR,PIPESTONE,PIPESTONE,MN,56164
1044,43.4023,-94.423,,INTERSTATE POWER and LIGHT CO FOX LAKE,56171LLNTN84412,844 125TH ST PO BOX 367,SHERBURN,MARTIN,MN,56171
1045,43.4756,-94.4907,GREAT RIVER ENERGY,LAKEFIELD JUNCTION STATION,56176LKFLD21592,2159 20TH AVENUE,TRIMONT,MARTIN,MN,56176
1046,43.4,-95.35,,CAMPBELL SOUP CO,56187CMPBL115NI,115 9TH ST,WORTHINGTON,NOBLES,MN,56187
1047,43.3909,-95.3228,ALLTECH INC,HUBBARD FEEDS INC,56187CNTNTHWY60,HWY 60 N,WORTHINGTON,NOBLES,MN,56187
1048,43.3657,-95.3344,ALLTECH INC,RIDLEY BLOCK OPERATIONS,56187HBBRDCOUNT,2740 COUNTY RD 35 E,WORTHINGTON,NOBLES,MN,56187
1050,43.3804,-95.3359,JBS USA FOOD CO,JBS USA LLC SWIFT PORK CO,56187SPCNCPOBOX,1700 HWY 60 NE,WORTHINGTON,NOBLES,MN,56187
1053,45.0727,-95.0457,,CENTRAL MINNESOTA FABRICATING INC,56201CNTRL2805W,2805 WEST GORTON AVE,WILLMAR,KANDIYOHI,MN,562011178
1054,45.0621,-95.043,,HARVEST STATES CO-OP,56201HRVST22NDS,22ND ST SW,WILLMAR,KANDIYOHI,MN,56207
1055,45.0715,-95.0312,,JENNIE-O FOODS INC,56201JNNFD1126W,1126 W BENSON AVE,WILLMAR,KANDIYOHI,MN,56201
1056,45.0634,-95.0412,HORMEL FOODS CORP,JENNIE-O TURKEY STORE WILLMAR,56201JNNFD2505W,2505 WILLMAR AVE SW,WILLMAR,KANDIYOHI,MN,56201
1057,45.062,-95.043,LAND O LAKES INC,LAND O'LAKES PURINA FEED LLC - WILLMAR,56201LNDLK17002,1700 22ND ST SW,WILLMAR,KANDIYOHI,MN,56201
1058,45.0657,-95.0406,,MOLENAAR INC,56201MLNRN601WE,601 W HWY 40,WILLMAR,KANDIYOHI,MN,56201
1059,45.0726,-95.0543,WILLMAR POULTRY FARMS INC,PALS INC,56201WLLMR2500A,3735 WEST FIRST AVE,WILLMAR,KANDIYOHI,MN,56201
1060,45.08,-95.08,,WILLMAR POULTRY CO INC (DBA PALS),56201WLLMR369CO,3735 COUNTY RD 5 SW,WILLMAR,KANDIYOHI,MN,56201
1062,45.0819,-94.4612,HORMEL FOODS CORP,JENNIE O TURKEY STORE ATWATER FEEDMILL,56209JNNFD501PL,501 PLEASANT AVE,ATWATER,KANDIYOHI,MN,56209
1065,45.194,-95.3754,CHIPPEWA VALLEY AGRAFUELS COOPERATIVE,CHIPPEWA VALLEY ETHANOL CO,56215CHPPW27020,270 20TH ST NW,BENSON,SWIFT,MN,56215
1066,45.1838,-95.3715,,LORAL INC,56215LRLNC2200H,2200 HALL AVE,BENSON,SWIFT,MN,56215
1067,45.1741,-95.3229,CASE NEW HOLLAND INDUSTRIAL INC,CNH INDUSTRIAL AMERICA LLC,56215TYLRLEASTH,260 HWY 12 SE,BENSON,SWIFT,MN,56215
1070,44.4301,-96.1551,,SCHOTT CORP,56220SCHTT10411,104 11TH ST,CANBY,YELLOW MEDICINE,MN,56220
1071,44.5619,-95.2304,,TEBBEN MANUFACTURING CO INC,56222TBBNMRR2BO,R R 2 BOX 140,CLARA CITY,CHIPPEWA,MN,56222
1072,44.3634,-95.4012,FORTUNE BRANDS HOME and SECURITY INC,MID CONTINENT CABINETRY,56229NRCRF67E2N,67 E 2ND ST N,COTTONWOOD,LYON,MN,56229
1073,44.5625,-96.0315,AG PROCESSING INC,AG PROCESSING INC A COOPERATIVE,56232GPRCS8THDI,800 DIAGONAL ST,DAWSON,LAC QUI PARLE,MN,56232
1074,44.5628,-96.0348,HORMEL FOODS CORP,JENNIE-O TURKEYSTORE DAWSON FEED MILL,56232LNDLKHWY21,HWY 212 and COUNTY RD 25,DAWSON,LAC QUI PARLE,MN,56232
1075,44.5545,-96.0115,BLUEGRASS DAIRY and FOOD INC,BLUEGRASS PROTEINS,56232SSCTDHWY21,1864 311TH AVE,DAWSON,LAC QUI PARLE,MN,56232
1078,44.5,-95.3,,STANT CORP PLEWS/EDELMANN DIV,56241PLWSD1021H,1021 HWY 212 W,GRANITE FALLS,YELLOW MEDICINE,MN,56241
1079,44.8414,-90.3345,RITALKA INC,SPECSYS INC,56241VCTRF1123H,1123 HWY 212 W,GRANITE FALLS,YELLOW MEDICINE,MN,56241
1080,45.0906,-94.405,,PALM MFG and SALES,56243PLMSL53800,53800 CSHA 16,GROVE CITY,MEEKER,MN,56243
1081,45.0909,-94.4048,,PRECISION FIBERGLASS PRODUCTS LTD,56243PRCSNHWY12,108 1ST ST N,GROVE CITY,MEEKER,MN,56243
1083,45.4748,-96.5915,VISHAY INTERTECHNOLOGY INC,HIREL SYSTEMS LLC-MARSHALL,56258HRLSY64WER,604 W ERIE RD,MARSHALL,LYON,MN,56258
1084,44.2659,-95.4747,,HEARTLAND FOODS CO,56258HRTLN112S6,112S 6TH ST,MARSHALL,LYON,MN,56258
1085,44.2734,-95.4726,KOCH INDUSTRIES INC,FLINT HILLS RESOURCES PINE BEND LLC MARSHALL,56258KCHMT901N7,901 N 7TH ST,MARSHALL,LYON,MN,56258
1086,44.2813,-95.4727,ARCHER DANIELS MIDLAND CO,ADM,56258MNNST400WE,400 W ERIE RD,MARSHALL,LYON,MN,56258
1087,44.273,-95.481,,PPG INDUSTRIES INC WORKS #20,56258PPGND1604N,1604 N SUPERIOR RD,MARSHALL,LYON,MN,56258
1088,44.2807,-95.4735,,SCHWAN'S FOOD MANUFACTURING INC CFP/SFP,56258SCHWN1602S,1602 SUPERIOR RD,MARSHALL,LYON,MN,56258
1089,44.2807,-95.4736,SCHWAN'S GLOBAL SUPPLY CHAIN INC,SCHWAN'S GLOBAL SUPPLY CHAIN ICE CREAM PLANT,56258SCHWN601MI,601 MICHIGAN RD,MARSHALL,LYON,MN,56258
1090,44.27,-95.494,MIDWEST AG SUPPLEMENTS LLC,MIDWEST AG SUPPLEMENTS MARSHALL FEED,56258STNDR601ON,601 ONTARIO RD,MARSHALL,LYON,MN,56258
1091,44.334,-95.5913,,SCHOTT CORP,56264SCHTT218NJ,218 N JEFFERSON,MINNEOTA,LYON,MN,56264
1092,44.5712,-95.4154,,JENNIE-O FOODS INC,56265JNNFD901N2,901 N 24TH ST,MONTEVIDEO,CHIPPEWA,MN,56265
1093,44.5754,-95.4302,,MICRO DYNAMICS CORP BUILDING 2,56265MCRDY1633N,1633 N 9TH ST,MONTEVIDEO,CHIPPEWA,MN,56265
1094,44.5755,-95.4251,LOGIC PD INC,LOGIC PD INC MONTEVIDEO,56265MCRDY1646N,1646 N 9TH ST,MONTEVIDEO,CHIPPEWA,MN,56265
1095,45.3459,-95.55,,DENCO II LLC,56267MRRSGHWY59,227 S COUNTY RD 22,MORRIS,STEVENS,MN,56267
1099,45.0755,-95.013,TROUW NUTRITION USA LLC,TROUW NUTRITION USA LLC,56273NTRBSNORTH,917 N BUSINESS 71,WILLMAR,KANDIYOHI,MN,56201
1100,45.1816,-94.5505,,TRINITY INDUSTRIES INC,56273TRNTYHWY23,HWY 23 E COUNTY RD 31 COUNTY RD 31 E,NEW LONDON,KANDIYOHI,MN,56273
1101,45.1836,-96.2627,,MIN-DAK BEVERAGES INC,56278MNDKB148SE,148 2ND ST SE,ORTONVILLE,BIG STONE,MN,56278
1102,44.3425,-95.0649,FARMERS UNION INDUSTRIES LLC,CENTRAL BI-PRODUCTS,56283CNTRLRRCOR,33361 COUNTY RD 25,REDWOOD FALLS,REDWOOD,MN,56283
1103,44.3237,-95.0526,BERKSHIRE HATHAWAY INC,SCHULT REDWOOD FALLS,56283HBSMN210IN,201 INDUSTRIAL DR,REDWOOD FALLS,REDWOOD,MN,56283
1104,44.322,-95.0701,DAKTRONICS INC,DAKTRONICS INC,56283ZYTCC1425E,1425 E BRIDGE ST,REDWOOD FALLS,REDWOOD,MN,56283
1105,44.473,-95.1,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,56284STHRNEASTH,83550 COUNTY RD 21,RENVILLE,RENVILLE,MN,56284
1106,44.4714,-95.2122,,WARNER MFG CO,56285WRNRM2005T,"200 5TH ST, BOX 427",SACRED HEART,RENVILLE,MN,56285
1108,45.3118,-94.0955,,ANTIOCH CO,56301NTCHC2815C,2815 CLEARWATER RD,SAINT CLOUD,STEARNS,MN,56301
1109,45.35,-94.2456,NEW FLYER INDUSTRIES INC,NEW FLYER OF AMERICA,56301NWFLY6200G,6200 GLENN CARLSON DR,SAINT CLOUD,STEARNS,MN,56301
1110,45.34,-94.13,,WIMAN CORP,56301WMNCR11MCL,53 MCLELAND RD,SAINT CLOUD,STEARNS,MN,56301
1111,45.33,-94.08,,MINNESOTA CORRECTIONAL FACILITY,56302MNNST2305M,2305 MINNESOTA BLVD SE,SAINT CLOUD,STEARNS,MN,56302
1112,45.3436,-94.0228,,QUEBECOR WORLD ST CLOUD,56302QBCRW66MAY,660 MAYHEW LAKE RD NE,SAINT CLOUD,BENTON,MN,56302
1113,45.34,-94.082,,VISION-EASE LENS,56302VSNSL70054,700 54TH AVE N,SAINT CLOUD,STEARNS,MN,56303
1114,45.335,-94.134,,DCI INC,56303DCNCX600N5,600 N 54 AVE,SAINT CLOUD,STEARNS,MN,56303
